country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh,Column
,IND,India,Shree Southern Wind Farm,WRI1026784,2.25,17.5724,74.3386,Wind,,,,,Shree Naman Developers Ltd.,CDM,https://cdm.unfccc.int/filestorage/D/O/R/DORZF791H8K4NWACPQ5IMTUYLG2VXE/CDM_PDD_v6.pdf?t=WGN8b2sxbDRnfDDF8h6MT3w9DKjkxFa903Mt,WRI,,,,,,22.92166486
,IND,India,Shri Singaji MALWA TPP,IND0000410,1200,22.0971,76.5317,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,196.23,1584.581,3960.584,,
,IND,India,Singrauli Solar Power Plant,WRI1026211,15,24.1185,82.6415,Solar,,,,,Government of India,National Thermal Power Corporation (NTPC),http://www.ntpc.co.in,Industry About,,,,,,29.11049615
,IND,India,Sivaganga Solar Power Plant,WRI1026212,5,9.8043,78.4487,Solar,,,,,Moser Baer Clean Energy Limited (MBCEL),Moser Baer Clean Energy Limited (MBCEL),http://www.moserbaerprojects.com,Industry About,,,,,,9.703498715
,IND,India,Solitaire Solar Power Plant,WRI1026213,15,23.9116,71.9324,Solar,,,,,Solitaire Energies Pvt Ltd,Moser Baer Clean Energy Limited (MBCEL),http://www.moserbaersolar.com,Industry About,,,,,,29.11049615
,IND,India,Sonu Wind Farm,WRI1026764,8.4,27.2081,70.6958,Wind,,,,,Centaur Mercantile Pvt. Ltd.,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1321971513.67/view,WRI,,,,,,85.57421548
,IND,India,Sumilon Shikarpur Wind Farm,WRI1026762,3.6,23.2414,70.7262,Wind,,,,,Sumilon Industries Limited,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901324.44/view,WRI,,,,,,36.67466378
,IND,India,Sumilon Vershamedi Wind Farm,WRI1026763,3.6,22.972,70.5443,Wind,,,,,Sumilon Industries Limited,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901324.44/view,WRI,,,,,,36.67466378
,IND,India,Supe Solar Power Plant,WRI1026214,2,18.3198,74.3686,Solar,,,,,Clover Solar Private Limited (CSPL),Clover Solar Private Limited (CSPL),http://www.cloversolar.com,Industry About,,,,,,3.881399486
,IND,India,Surajbari Creek Wind Farm,WRI1026087,30,23.3232,70.6417,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/M/7/A/M7ACU21YQXKW5HF8R03TPIJZENO4B9/PDD_30MW_Gujarat_MSPL%20Limited_rev.pdf?t=NlZ8b2pkZ2FofDBI3_hXb8zCdgFEZVKDwM4F,WRI,,,,,,305.6221982
,IND,India,T.B. DAM,IND0000436,36,15.2615,76.3379,Hydro,,,,1960,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,80.66465,181.687,120.3353,,
,IND,India,TADALI,WRI1020016,600,20.0116,79.2036,Coal,,,,,Dhariwal Pvt ltd,Dhariwal Pvt ltd,http://cescnewinitiatives.com/contents/view/DHARIWALINFRASTRUCTURELIMITED/T,WRI,,,,,,7834.141681
,IND,India,TADALI SPONGE IRON,WRI1019988,33,20.0123,79.1863,Coal,,,,,Mukesh Gupta group,Mukesh Gupta group,http://sanvijay.com/gil.html,WRI,,,,,,430.8777925
,IND,India,TALCHER,IND0000438,460,20.9099,85.2072,Coal,Oil,,,1974,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,3424.49,3382,3362,,
,IND,India,TALCHER STPS,IND0000439,3000,21.0966,85.074,Coal,Oil,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,20347,22215,22480,,
,IND,India,TALWANDI SABO,IND0000440,1980,29.924,75.2372,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,1423.7245,2850.99,,
,IND,India,TAMNAR TPP,IND0000441,2400,22.0987,83.4513,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,92.44,2321.6,4101.53,,
,IND,India,TANAKPUR,IND0000442,94.2,29.0057,80.0946,Hydro,,,,1992,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,382.2591,444.47645,450.0982,,
,IND,India,TANDA,IND0000443,440,26.586,82.602,Coal,Oil,,,1991,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,3152,2790,2757,,
,IND,India,TANIR BAVI,IND0000444,220,12.9019,74.816,Gas,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,0,0,0,,
,IND,India,TARAPUR,IND0000445,1400,19.8294,72.6617,Nuclear,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,8965.595,9335,9453,,
,IND,India,TAWA,IND0000446,13.5,22.5616,77.9635,Hydro,,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,21.40966095
,IND,India,TEESTA  I-III,IND0000447,67.5,26.4875,88.3155,Hydro,,,,1998,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,0,142.53773,79.62985,,
,IND,India,TEESTA -V,IND0000450,510,27.2517,88.4604,Hydro,,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,2287.9627,2573.81625,2696.6092,,
,IND,India,TEESTA LOW DAM -IV,IND0000449,80,26.9279,88.4562,Hydro,,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,18.67615,,126.8720649
,IND,India,TEESTA LOW DAM-III,IND0000448,132,27.0017,88.443,Hydro,,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,186.01525,392.21905,512.2857,,
,IND,India,TEHRI ST -1,IND0000451,1000,30.3787,78.4795,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,4040.12785,3008.43225,3085.495,,
,IND,India,TENUGHAT,IND0000452,420,23.7573,85.8936,Coal,Oil,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,1999.51,2100.03,2318.186,,
,IND,India,THAL WORKS,WRI1019989,30,18.7026,72.8709,Gas,,,,,Rashtriya & fert,Rashtriya & fert,http://www.rcfltd.com/,WRI,,,,,,487.4011011
,IND,India,THAMMINAPATNAM TPP,IND0000453,300,14.2133,80.0838,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,1264.99,1380.61,1518.87,,
,IND,India,THANE PLANT,WRI1019990,22.5,19.0875,73.0258,Oil,,,,,Nocil Nocil rubber,Nocil Nocil rubber,http://www.nocil.com/,WRI,,,,,,893.8187922
,IND,India,THIROT,IND0000454,4.5,32.659,76.7817,Hydro,,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,7.136553651
,IND,India,TILLARI,IND0000455,60,15.8094,74.1588,Hydro,,,,1986,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,116.0966,113.2907,43.9392,,
,IND,India,TILLAYA,IND0000456,4,24.3249,85.5198,Hydro,,,,1953,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,6.343603245
,IND,India,TIRORA TPP,IND0000457,3300,21.4129,79.9671,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,9615.35,15501,18964,,
,IND,India,TITAGARH,IND0000458,240,22.7318,88.371,Coal,Oil,,,1983,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,1629.46,1542.27,601.39,,
,IND,India,TORANGALLU EXT,IND0000459,600,15.1839,76.6622,Coal,Oil,,,2009,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,4564.45,4735.13,4229.98,,
,IND,India,TORANGALLU IMP,IND0000460,260,15.1839,76.6622,Cogeneration,Coal,Oil,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,2028.78,2074.31,2029.2,,
,IND,India,TORR POWER SAB.,IND0000461,422,23.0701,72.5933,Coal,Oil,,,1985,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,2465.53,2720,2189,,
,IND,India,TROMBAY,IND0000462,500,19.0004,72.8983,Oil,Gas,,,1990,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,453.68,770.18,15,,
,IND,India,TROMBAY GT,IND0000463,180,19.0018,72.8967,Gas,,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,1241.6,1119.27,1149,,
,IND,India,TROMBAY WORKS,WRI1019991,18,19.0366,72.8892,Gas,,,,,Rashtriya & fert,Rashtriya & fert,http://documents.worldbank.org/curated/en/442061468041961880/pdf/multi-page.pdf,WRI,,,,,,292.4406607
,IND,India,TROMBAY_Coal,IND0000464,750,19.0004,72.8983,Coal,Oil,,,1992,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,5004,3797,5064,,
,IND,India,TROMBAY_Oil,IND0000465,150,19.0004,72.8983,Oil,Gas,,,1965,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,0,0,0,,
,IND,India,TUNGABHADRA SUGAR,WRI1019935,28,15.6609,76.8756,Biomass,,,,,Nsl Sugars ltd,Nsl Sugars ltd,http://www.nslsugars.com/,WRI,,,,,,667.248769
,IND,India,TUTICORIN,IND0000466,1050,8.7635,78.1753,Coal,Oil,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,7252.617,7043.329,6501.373,,
,IND,India,TUTICORIN JV,IND0000468,1000,8.7603,78.1699,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,6.34865,3502.11,,
,IND,India,TUTICORIN- IND BARATH,IND0000467,300,8.7635,78.1753,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,782.209087,1262.6,728.364,,
,IND,India,TVS Kunnur Wind Farm,WRI1026758,9.35,9.9438,77.5077,Wind,,,,,TVS Energy limited,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1331114727.08/view,WRI,,,,,,95.25225176
,IND,India,TVS Tirunelveli Wind Farm,WRI1026774,14.4,8.9165,77.659,Wind,,,,,TVS Energy Limited,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1336676184.92/view,WRI,,,,,,146.6986551
,IND,India,TVS Virali Wind Farm,WRI1026767,25.5,17.501,74.7001,Wind,,,,,TVS Energy Limited,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1354626555.71/view,WRI,,,,,,260
,IND,India,Tadas wind farm,WRI1026660,100,15.1069,75.1661,Wind,,,,,Tadas Wind Energy Private Limited,CDM,https://cdm.unfccc.int/Projects/DB/RINA1356126148.87/view,WRI,,,,,,1019
,IND,India,Talcher Kaniha Solar Power Plant,WRI1026215,10,21.0866,85.0987,Solar,,,,,National Thermal Power Corporation (NTPC),National Thermal Power Corporation (NTPC),http://www.ntpc.co.in,Industry About,,,,,,19
,IND,India,Tata Power Gadag Plains Wind Farm,WRI1026787,50.4,15.3302,75.5767,Wind,,,,,Tata Power,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1352368180.64/view,WRI,,,,,,513
,IND,India,Tata Wind Farm,WRI1026078,50.4,19.1757,74.8441,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/i/o/Z9N7VXYJ5LIE8WRQM1SB3H4FDA6U2K.pdf/PDD%20with%20revised%20MP%20(ver%2010.0)(Clean%20mode).pdf?t=Qmt8b2picnBrfDBPz_lFTjdrigpAyplKqoQb,WRI,,,,,,513
,IND,India,Teona Pujarian Solar Power Plant,WRI1026217,22,27.4137,72.1577,Solar,,,,,Welspun Solar Punjab Private Limited,Welspun Solar Punjab Private Limited,http://www.welspunrenewables.com,Industry About,,,,,,43
,IND,India,Theni Wind Farm,WRI1026654,24,9.9621,77.3709,Wind,,,,,Green Infra Wind Power Projects Limited,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1374760004.52/view,WRI,,,,,,244
,IND,India,Thimmapuram Wind Farm,WRI1026659,200,14.7053,77.3355,Wind,,,,,Rayala Wind Power Company Private Limited,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1351859167.83/view,WRI,,,,,,2037
,IND,India,Tinwari - MB Solar Power Plant,WRI1026218,5,26.5182,72.8536,Solar,,,,,Moser Baer Solar Limited (MBSL),Moser Baer Solar Limited (MBSL),http://www.moserbaersolar.com,Industry About,,,,,,10
,IND,India,Tiruppur,WRI1026098,1.5,10.8139,77.3785,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/PJR%20CDM1355461708.47/view,WRI,,,,,,15.28110991
IND,,India,UMTRU,IND0000478,11.2,26.0069,91.8114,Hydro,,,,1957,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,17.76208909
IND,,India,UNO SUGEN,IND0000480,382.5,21.3411,72.9895,Gas,,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,834.058,,6214.364039
IND,,India,UPL Dharapuram Wind Farm,WRI1026759,1.7,10.838,77.5123,Wind,,,,,UPL,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1351718801.6/view,WRI,,,,,,17.31859123
IND,,India,URAN ONGC,WRI1019992,62.6,18.8681,72.9293,Gas,,,,,Ongc Gas corp,Ongc Gas corp,http://www.ongcindia.com/,WRI,,,,,,1017.043631
IND,,India,URUMI,IND0000488,3.75,11.3727,76.0584,Hydro,,,,2004,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,5.947128042
IND,,India,Udumalpet Wind Farm,WRI1026066,25.7,10.6143,77.237,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1174563974.61/view,WRI,,,,,,261.8163498
IND,,India,VAIGAI DAM,IND0000492,13.5,10.0537,77.5905,Hydro,,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,2016,,,,,21.40966095
IND,,India,VARDHAM BUDNI,WRI1020010,25.8,22.7808,77.6515,Coal,,,,,Vardham Vardham group,Vardham Vardham group,https://www.vardhman.com/,WRI,,,,,,336.8680923
IND,,India,VARDHAM SATLAPUR,WRI1020011,30.75,23.0752,77.5526,Coal,,,,,Vardham Vardham group,Vardham Vardham group,https://www.vardhman.com/,WRI,,,,,,401.4997612
IND,,India,VASAVADATTA CEMENT,WRI1019936,50.7,17.1605,77.293,Coal,,,,,Kesoram Industries ltd,Kesoram Industries ltd,https://www.kesocorp.com/,WRI,,,,,,661.9849721
ITA,,Italy,ENTRACQUE_CHRO,WRI1002882,1064,44.2256,7.3842,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,,,,508.6,,4790.161519
ITA,,Italy,Erika Solar Power Plant,WRI1026402,18.4,37.6892,12.7234,Solar,,,,,,Gestamp Solar,http://www.gestampsolar.com/es/negocio/proyectos-de-investigacion/erika,Industry About,,,,,,950.9729141
ITA,,Italy,FADALTO,WRI1002883,210,45.9767,12.3033,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,257,,945.4266156
ITA,,Italy,FARINELLO,WRI1021364,54,43.2388,10.9047,Geothermal,,,,1995,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,372.7701284
ITA,,Italy,FUSINA T.,WRI1002885,871,45.4314,12.2468,Coal,,,,,,ENEL,https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/fusina_da2007_2008.pdf,GEODB,,,,5840.5,,4775.769476
ITA,,Italy,Flume Santo,WRI1002884,640,40.8461,8.3068,Coal,,,,,EP Produzione,Association of Carbon Italy,https://web.archive.org/web/20140409012424/http://www.eon-italia.com/en/business/generation/power-plants/fiume-santo.html,GEODB,,,,2306,,3509.176193
ITA,,Italy,Foggia - X-Helio Solar Power Plant,WRI1026403,1,41.482,15.6087,Solar,,,,,,X-elio,http://www.x-elio.com,Industry About,,,,,,51.68331055
ITA,,Italy,Fossano Solar Power Plant,WRI1026404,5,44.5725,7.7693,Solar,,,,,Enel Green Power SpA,OPDE,http://www.opde.net/en/projects/,Industry About,,,,,,258.4165527
ITA,,Italy,GALLETO,WRI1002886,295,42.5427,12.7208,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,WRI,,,,731,,1328.099293
ITA,,Italy,GARGNANO,WRI1002888,137.2,45.6891,10.6609,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,270,,617.6787222
ITA,,Italy,GIRIFALCO,WRI1021841,14,40.48,16.8005,Solar,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,Industry About,,,,,,723.5663477
ITA,,Italy,GISSI,WRI1002890,840,42.0502,14.5639,Gas,,,,2004,A2A,A2A,http://www.a2a.eu/en/plants_networks/thermoelectric/gissi/,GEODB,,,,642.3,,2039.24694
ITA,,Italy,GROSIO,WRI1002891,655,46.286,10.2653,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,WRI,,,,1381,,2948.830634
ITA,,Italy,GUADALAMI C.LE,WRI1021309,80,37.9544,13.2808,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,360.1625202
ITA,,Italy,Genuini Solar Power Plant,WRI1026405,1,40.0983,18.145,Solar,,,,,Gestamp Asetym Solar,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/item/183-genuini-eng,Industry About,,,,,,51.68331055
ITA,,Italy,Giarratana Solar Power Plant,WRI1026406,2,37.0698,14.7895,Solar,,,,,Sunparking Pesaro Srl,Martifer Solar,http://www.martifersolar.com/powering.php,Industry About,,,,,,103.3666211
ITA,,Italy,Guagnano Solar Power Plant,WRI1026407,2,40.4137,17.8847,Solar,,,,,,Immpex,http://www.immpex.de/projektdatenblatt/solar-italy/?L=1,Industry About,,,,,,103.3666211
ITA,,Italy,ISAB ENERGY,WRI1002894,521,37.1399,15.2158,Gas,,,,1998,,Siemens,http://www.energy.siemens.com/br/en/fossil-power-generation/power-plants/integrated-gasification-combined-cycle/integrated-gasification-combined-cycle.htm#content=References,GEODB,,,,2602,,1264.818638
ITA,,Italy,ISOLA SERAFINI,WRI1021316,76,45.0911,9.9052,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,342.1543942
ITA,,Italy,ISOLATO SPLUGA,WRI1002895,117.6,46.4394,9.3595,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,205,,529.4389047
ITA,,Italy,Iglesias Solar Power Plant,WRI1026408,2,39.295,8.5833,Solar,,,,,Solar Asset Management,GP Joule,http://www.gp-joule.eu/activities/projects/,Industry About,,,,,,103.3666211
ITA,,Italy,JESI,WRI1002896,140,43.5537,13.285,Gas,,,,2001,Edison,Edison,http://www.edison.it/media/EMAS-GETE1-jesi2005.pdf,GEODB,,,,0,,339.8744901
ITA,,Italy,LAGONI ROSSI,WRI1021666,20,43.1666,10.7847,Geothermal,,,,1981,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,138.0630105
ITA,,Italy,LAMARMORA,WRI1002898,116.7,45.5248,10.2273,Oil,,,,,,A2A,http://www.a2a.eu/en/plants_networks/cogeneration/lamarmora.html,CARMA,,,,409,,187.2101329
ITA,,Italy,LANA,WRI1002901,120,46.6124,11.1559,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,167,,540.2437803
ITA,,Italy,LANZADA,WRI1002902,188,46.2693,9.8692,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,365,,846.3819225
ITA,,Italy,LARINO TG,WRI1002903,250,41.8055,14.9193,Gas,,,,1992,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlarino-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757512&ssbinary=true,CARMA,,,,1,,606.9187322
ITA,,Italy,LE PRATA,WRI1021663,20,43.1962,10.8323,Geothermal,,,,1996,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,138.0630105
ITA,,Italy,LEINI,WRI1002904,379.5,45.163,7.7505,Gas,,,,2007,,Ansaldo Energia,http://ansaldoenergia.it/easyUp/file/pgs.pdf,GEODB,,,,1737,,921.3026356
ITA,,Italy,LEVANTE,WRI1002905,752.5,45.4458,12.2552,Gas,,,,1992,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,,,,2165,,1826.825384
ITA,,Italy,LIVORNO MARZOCCO,WRI1002906,310,43.5673,10.31,Oil,,,,1965,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlivorno-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757397&ssbinary=true,GEODB,,,,457,,497.301981
ITA,,Italy,La Brava Solar Power Plant,WRI1026409,13.4,45.9516,13.4031,Solar,,,,,,GP Joule,http://www.gp-joule.eu/activities/projects/,Industry About,,,,,,692.5563614
ITA,,Italy,Lady Lucrecia Solar Power Plant,WRI1026410,1,40.1989,18.2162,Solar,,,,,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,51.68331055
ITA,,Italy,Lapedona Solar Power Plant,WRI1026411,1,43.1225,13.768,Solar,,,,,Solaer,En Value,http://www.envalue.de/de/neues/index.php,Industry About,,,,,,51.68331055
ITA,,Italy,Lucera Solar Power Plant,WRI1026412,1,41.471,15.4122,Solar,,,,,Envalue GmbH,X-elio,http://www.x-elio.com,Industry About,,,,,,51.68331055
ITA,,Italy,MAGISANO,WRI1021318,75,39.0095,16.6206,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,337.6523627
ITA,,Italy,MESE,WRI1002908,164.34,46.3063,9.3823,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,484.6,,739.8638572
ITA,,Italy,MILAZZO,WRI1002909,162.9,38.2212,15.2383,Gas,,,,,,Edison,http://www.termica-milazzo.it/navigate.asp?voce=4&sottovoce=1,CARMA,,,,967,,395.4682459
ITA,,Italy,MONASTERO,WRI1021355,56,46.1556,9.6439,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,252.1137642
ITA,,Italy,MONCALIERI,WRI1002910,780,44.993,7.6755,Gas,,,,,,Iren Energia,http://www.irenenergia.it/ChiSiamo/Attivita/Teleriscaldamento/Dove_Siamo/Impianti_Torino.html,GEODB,,,,2286.3,,1893.586445
ITA,,Italy,MONTALTO (Alessandro Volta),WRI1002912,3446,42.3572,11.5373,Gas,,,,,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmontalto-ita_2.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445865128793&ssbinary=true,GEODB,,,,3.079,,8365.767805
ITA,,Italy,MONTEFERRANTE,WRI1002913,105.24,41.9547,14.3884,Wind,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,,,15178
ITA,,Italy,MONTEVERDI 1,WRI1021759,17,43.1862,10.7657,Geothermal,,,,1997,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,117.3535589
ITA,,Italy,MONTEVERDI 2,WRI1021760,17,43.1971,10.7652,Geothermal,,,,1997,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,117.3535589
ITA,,Italy,MONTORIO,WRI1002914,110,42.5831,13.6383,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,267,,495.2234653
ITA,,Italy,MUCONE 1S,WRI1002915,101.44,39.4929,16.3838,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,,,,401,,456.6860757
ITA,,Italy,Maddaloni,WRI1002907,352,41.0197,14.37,Gas,,,,1977,,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmaddaloni-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757537&ssbinary=true,WRI,,,,,,854.541575
ITA,,Italy,Mandrella Solar Power Plant,WRI1026413,1,40.1137,18.1396,Solar,,,,,Gestamp Asetym Solar,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,,,,,,51.68331055
ITA,,Italy,Masseria Martellotta Solar Power Plant,WRI1026414,8,40.5778,16.9715,Solar,,,,,,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,,,,,,413.4664844
ITA,,Italy,Masseria Rossa 1 Solar Power Plant,WRI1026415,1,40.4117,17.4247,Solar,,,,,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,,,,,,51.68331055
ITA,,Italy,Massoli Terni Solar Power Plant,WRI1026416,2.3,42.5107,12.6187,Solar,,,,,,Solar Rig,http://solarig.com/about-us/,Industry About,,,,,,118.8716143
ITA,,Italy,Maviglia Solar Power Plant,WRI1026417,1,40.3175,17.5873,Solar,,,,,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,,,,,,51.68331055
ITA,,Italy,Meatiri Solar Power Plant,WRI1026418,1,40.1563,18.2334,Solar,,,,,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,51.68331055
ITA,,Italy,Monfalcone,WRI1002911,336,45.7979,13.5455,Coal,,,,,A2A,A2A,http://www.a2a.eu/en/plants_networks/thermoelectric/monfalcone/,GEODB,,,,2109,,1842.317501
ITA,,Italy,Montalto di Castro - Solaer Solar Power Plant,WRI1026419,1,42.4067,11.6104,Solarr,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,51.68331055
