country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
AUS,Australia,Bamarang,AUS0000397,320,-34.903,150.5258,Gas,,,,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,831.283
AUS,Australia,Bango Wind Farm,AUS0000398,200,-34.6058,148.8696,Wind,,,,Bango Wind Farm Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,482.064
AUS,Australia,Banimboola,AUS0000014,12.5,-36.5342,147.4594,Hydro,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,28.328
AUS,Australia,Bankstown Sports Club,AUS0000399,2.1,-33.9197,151.0332,Oil,,,,Bankstown Sports Club,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,10.24
AUS,Australia,Barcaldine (Len Wishaw),AUS0000008,55,-23.5525,145.3142,Gas,,,,Ergon Energy Qld Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,142.877
AUS,Australia,Barron Gorge,AUS0000151,66,-16.8502,145.6465,Hydro,,,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,149.573
AUS,Australia,Bastyan,AUS0000137,79.9,-41.736,145.5321,Hydro,,,,HydroElectric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,181.074
AUS,Australia,Belconnen,AUS0000400,1,-35.2142,148.9872,Waste,,,,EDL LFG ACT Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Bell Bay (Bell Bay Three),AUS0000139,120,-41.1429,146.903,Gas,,,,Aurora Energy Tamar Valley Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,311.731
AUS,Australia,Ben Lomond,AUS0000395,200,-29.9623,151.6585,Wind,,,,AGL Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,482.064
AUS,Australia,Bendeela (Shoalhaven Scheme),AUS0000266,80,-34.7337,150.4669,Hydro,,,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,181.3
AUS,Australia,Berwick,AUS0000080,4.6,-38.1197,145.2665,Waste,,,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Bidyadanga,AUS0000382,1.3,-18.6816,121.7848,Oil,,,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,6.339
AUS,Australia,Blayney Wind Farm,AUS0000027,9.9,-33.6219,149.1982,Wind,,,,Eraring Energy,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,23.862
AUS,Australia,Blowering,AUS0000267,70,-35.3986,148.2463,Hydro,,,,Snowy Hydro Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,158.638
AUS,Australia,Bluff Point (Woolnorth) Wind Farm,AUS0000009,65,-40.7207,144.6869,Wind,,,,HydroElectric Corporation (Tasmania),Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,156.671
AUS,Australia,Boco Rock,AUS0000394,270,-36.5914,149.1297,Wind,,,,Boco Rock Wind Farm Pty Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,650.786
AUS,Australia,Bodangora Wind Farm,AUS0000422,100,-32.4137,149.059,Wind,,,,Infigen Energy Pty Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,241.032
AUS,Australia,Bogong (Mount Beauty Hydro Scheme),AUS0000102,140,-36.8055,147.228,Hydro,,,,AGL Energy Pty Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,317.275
AUS,Australia,Box Hill,AUS0000342,25,-30.4994,151.6839,Wind,,,,AGL Energy,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,60.25795955
AUS,Australia,Bremer Bay Diesel Backup,AUS0000349,1.3,-34.4018,119.3888,Oil,,,,Verve Energy,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,6.339
AUS,Australia,Brewer,AUS0000256,8.5,-23.8817,133.8281,Gas,,,,Central Energy Power,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,22.081
AUS,Australia,Broadmeadows,AUS0000082,6.2,-37.6878,144.9663,Waste,,,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Broadwater,AUS0000268,30,-29.0118,153.4335,Biomass,,,,NSW Sugar Milling,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,220.356
AUS,Australia,Broken Hill,AUS0000305,50,-31.9863,141.4203,Gas,,,,Essential Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,129.888
AUS,Australia,Broken Hill Solar Plant,AUS0000477,53,-31.9867,141.3915,Solar,,,,AGL Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2016,,,,,785.293
AUS,Australia,Brooklyn,AUS0000079,2.8,-37.818,144.8319,Waste,,,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Broome,AUS0000180,39.6,-17.981,122.2046,Gas,,,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,102.871
AUS,Australia,Brown Mountain,AUS0000269,5.4,-36.5951,149.4741,Hydro,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,12.238
AUS,Australia,Browns Plains,AUS0000078,2.2,-27.6721,153.0663,Waste,,,,Energy Developments LFG (Qld) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Bulwer Island,AUS0000461,33,-27.4036,153.1363,Gas,,,,ATCO and Origin Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,,,,,,85.726
AUS,Australia,Buronga,AUS0000416,150,-34.1013,142.2617,Gas,,,,International Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,389.664
AUS,Australia,Burrinjuck Power Station,AUS0000048,27.2,-35.0025,148.5834,Hydro,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,61.642
AUS,Australia,Burrup Peninsula (Karratha Gas Plant),AUS0000181,240,-20.6286,116.7821,Gas,,,,Woodside Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,623.462
AUS,Australia,Burrup Peninsula (Pluto Phase 1),AUS0000182,160,-20.5937,116.7802,Gas,,,,Woodside Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,415.642
AUS,Australia,Butlers Gorge,AUS0000127,12.2,-42.2669,146.2618,Hydro,,,,HydroElectric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,27.648
AUS,Australia,CSIRO Energy Centre,AUS0000438,1.5,-32.8835,151.7275,Solar,,,,CSIRO,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,,,,,,22.225
AUS,Australia,Callide A,AUS0000178,120,-24.334,150.628,Coal,,,,CS Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,590.033
AUS,Australia,Camballin,AUS0000414,1.04,-18.0278,124.1621,Gas,,,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,2.702
AUS,Australia,Canning Vale,AUS0000330,4,-32.0739,115.8914,Waste,,,,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Cannington Mine,AUS0000452,40,-21.8601,140.9158,Gas,,,,BHP Billiton,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,,,,,,103.91
AUS,Australia,Canunda Wind Farm,AUS0000064,46,-37.7603,140.4033,Wind,,,,International Power  GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,110.875
AUS,Australia,Cape Bridgewater Wind Farm,AUS0000007,58,-38.3577,141.385,Wind,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,139.798
AUS,Australia,Cape Lambert,AUS0000462,120,-20.6488,117.1407,Gas,,,,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2014,,,,,311.731
AUS,Australia,Cape Nelson North Wind Farm,AUS0000112,22,-38.3676,141.543,Wind,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,53.027
AUS,Australia,Cape Nelson South Wind Farm,AUS0000111,44,-38.412,141.543,Wind,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,106.054
AUS,Australia,Cape Sir William Grant Wind Farm,AUS0000110,54,-38.3976,141.6209,Wind,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,130.1571926
AUS,Australia,Capital Wind Farm,AUS0000047,140.7,-35.166,149.5186,Wind,,,,Infigen Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,339.132
AUS,Australia,Capral (Aluminium Smelter),AUS0000270,300,-32.7897,151.4813,Gas,,,,Capral Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,779.328
AUS,Australia,Carnarvon,AUS0000386,15,-24.8692,113.6754,Gas,,,,Unknown,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,38.966
AUS,Australia,Catagunya,AUS0000126,48,-42.4524,146.5977,Hydro,,,,HydroElectric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,108.78
AUS,Australia,Cathedral Rocks Wind Farm,AUS0000063,66,-34.8509,Unknown,Wind,,,,TRUenergy  Acciona Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,159.081
AUS,Australia,Cawse Nickel Mine,AUS0000415,16.5,-30.3808,121.1635,Gas,,,,Unknown,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,42.863
AUS,Australia,Cethana,AUS0000144,100,-41.4802,146.1348,Hydro,,,,HydroElectric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,226.625
AUS,Australia,Emu Downs Wind Farm,AUS0000043,79.2,-30.4881,115.337,Wind,,,,Griffin Energy  Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,190.897
AUS,Australia,Energy Brix,AUS0000085,189,-38.2546,146.4137,Coal,,,,Energy Brix (Aust) Corp,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,929.302
AUS,Australia,Eraring,AUS0000273,42,-33.0617,151.5223,Oil,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,204.797
AUS,Australia,Esperance,AUS0000186,39,-33.8762,121.8998,Gas,,,,Infrastructure Capital Group,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,101.313
AUS,Australia,Esperance Wind Farm Nine Mile Beach,AUS0000042,3.6,-33.8927,121.7778,Wind,,,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,8.677
AUS,Australia,Esperance Wind Farm Ten Mile Lagoon,AUS0000391,2.03,-33.8802,121.769,Wind,,,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,4.893
AUS,Australia,Exmouth,AUS0000372,8,-21.9465,114.125,Gas,,,,Burns and Roe Worley,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,20.782
AUS,Australia,Hume,AUS0000076,58,-36.1066,147.0326,Hydro,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,131.443
AUS,Australia,Hunter,AUS0000277,29,-32.836,151.4505,Oil,,,,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,141.408
AUS,Australia,Hunter Valley,AUS0000278,50,-32.3893,150.9664,Gas,,,,Macquarie Generation,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,129.888
AUS,Australia,Inkerman Sugar Mill,AUS0000145,10.5,-19.6422,147.4016,Biomass,,,,CSR,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,77.124
AUS,Australia,Invicta Sugar Mill,AUS0000056,50,-19.5167,147.1065,Biomass,,,,CSR,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,367.259
AUS,Australia,Isis Central Sugar Mill,AUS0000159,25,-25.194,152.2086,Biomass,,,,AGL Energy Pty Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,183.6
AUS,Australia,Jacks Gully,AUS0000039,2.3,-34.0734,150.7427,Waste,,,,Energy Developments LFG (NSW) Pty Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,0
AUS,Australia,Jeeralang A,AUS0000088,212,-38.2753,146.4263,Gas,,,,Industry Funds Management Nominees Ltd Ecogen Holdings,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,550.7
AUS,Australia,Jindabyne Dam Mini Hydro,AUS0000021,1.1,-36.4351,148.6333,Hydro,,,,Snowy Hydro Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,2.5
AUS,Australia,John Butters,AUS0000134,143,-42.1548,145.5345,Hydro,,,,HydroElectric Corporation (Tasmania),Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,324.1
AUS,Australia,Jounama,AUS0000038,14.4,-35.562,148.3055,Hydro,,,,Snowy Hydro Ltd,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,32.6
AUS,Australia,Jundee Gold Mine,AUS0000222,21,-26.3712,120.5776,Gas,,,,Newmount Australia,Unknown,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,54.6
AUS,Australia,KRC Cogeneration Plant,AUS0000332,4.2,-27.4453,153.1185,Gas,,,,AGL,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,10.9
AUS,Australia,Kalamia Sugar Mill,AUS0000160,9,-19.5223,147.4152,Biomass,,,,Sucrogen (Kalamia) Pty ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,66.1
AUS,Australia,Kalamunda,AUS0000329,1.3,-31.9768,115.9988,Oil,,,,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,6.3
AUS,Australia,Kalbarri Wind Farm,AUS0000405,1.7,-27.8995,114.1946,Wind,,,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,4.1
AUS,Australia,Kalgoorlie (Parkeston),AUS0000188,110,-30.7378,121.5065,Gas,,,,Newmount Australia,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,285.8
AUS,Australia,Kalgoorlie Nickel Smelter,AUS0000209,37,-30.8737,121.4842,Gas,,,,Southern Cross Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,96.1
AUS,Australia,Kambalda,AUS0000210,42,-31.1919,121.6741,Gas,,,,Southern Cross Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,109.1
AUS,Australia,Kangaroo Valley (Shoalhaven Scheme),AUS0000279,160,-34.723,150.4795,Hydro,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,362.6
AUS,Australia,Kareeya,AUS0000161,88,-17.767,145.5779,Hydro,,,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,199.4
AUS,Australia,Karratha,AUS0000189,86,-20.7626,116.8375,Gas,,,,ATCO Power,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2012,,,,,223.4
